OBJECTID,StopId,StopAbbr,StopName,Bench,Shelter,Routes,County,Id2,TotalPop,County_1,TotMinority,PerMinorityState,PerMinorityCounty,PerMinorityBG,TotPoverty,PerPovState,PerPovCounty,PerPovBG,TotLEP,PerLEPBG,PerLEPCounty,PerLEPState,OriginalSqFt,Shape_Length,Shape_Area,SqFtBuffer,Est_TotPop_BuffArea,Est_TotMinority_BuffArea,Est_TotPov_BuffArea,Est_TotLEP_BuffArea,Est_TotPop_PostRemovedDupIntersects,Est_TotMinority_PostRemovedDupIntersects,Est_TotPov_PostRemovedDupIntersects,Est_TotLEP_PostRemovedDupIntersects
601193,289,COSE,CONCORD MALL @ OP SEARS,0,0,61,New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,135.054837,224.1659343,2412.892384,22,2,0,0,492,183,23,59
601197,869,COWI,CONCORD PK @ M&T BANK/ NAAMANS RD,0,0,"2, 61",New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,42.11282885,58.68070015,631.6312731,33,3,0,1,384,139,26,45
601212,262,CSMU,CONCORD PK @ MURPHY RD,1,1,"2, 35",New Castle County,1.0003E+11,699,New Castle,26,36.96,41.46,3.72,16,12.12,11.91,2.3,8,1.22,4.57,4.39,31833496.08,279.5418238,745.478033,8024.226668,62,2,1,1,422,80,35,4
601223,1544,MSFA,MARSH RD @ FAITH PRES CHURCH,0,0,11,New Castle County,1.0003E+11,1157,New Castle,166,36.96,41.46,14.35,19,12.12,11.91,1.64,0,0,4.57,4.39,11852100.26,80.8281134,269.8458161,2904.584573,21,3,0,0,443,48,15,9
601231,1512,MNBE,MARSH RD @ OP BETTE RD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,812.5532962,7973.553661,85826.274,250,47,17,11,557,78,35,21
601238,1543,MSRO,MARSH RD @ ROWLAND PARK BVD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,826.2367265,12666.95634,136345.438,184,35,12,8,485,60,17,10
601243,1513,MNNO,MARSH RD @ NORTHWOOD RD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,897.7469653,37666.25334,405434.5549,247,47,16,11,570,79,38,23
601244,1539,MSBE,MARSH RD @ BETTE RD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,897.7469653,37666.25334,405434.5549,241,46,16,11,562,79,35,22
601247,1540,MSCR,MARSH RD @ CREST RD,0,0,11,New Castle County,1.0003E+11,736,New Castle,64,36.96,41.46,8.7,57,12.12,11.91,7.74,33,4.98,4.57,4.39,5955046.967,124.4667104,633.6372803,6820.38764,17,1,1,1,516,82,21,12
601267,1516,M0GR,MARSH RD @ OP GRAY SH CTR,0,0,11,New Castle County,1.0003E+11,736,New Castle,64,36.96,41.46,8.7,57,12.12,11.91,7.74,33,4.98,4.57,4.39,5955046.967,517.5672512,15947.16619,171653.1817,90,8,7,4,647,128,24,24
601277,146,VSSI,VEALE RD @ SILVERSIDE RD,1,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,439.3446091,11748.15157,126455.5452,48,3,1,1,614,119,28,17
601280,146,VSSI,VEALE RD @ SILVERSIDE RD,1,0,11,New Castle County,1.0003E+11,895,New Castle,245,36.96,41.46,27.37,11,12.12,11.91,1.23,41,5.17,4.57,4.39,5800157.644,348.0447132,4773.961234,51386.28551,133,36,2,6,614,119,28,17
601306,2107,FSFA,FOULK RD @ FAIRFAX BLVD PNR,1,1,18,New Castle County,1.0003E+11,1150,New Castle,250,36.96,41.46,21.74,110,12.12,11.91,10.86,9,0.88,4.57,4.39,8465962.4,561.4215689,18885.95206,203285.883,52,11,5,0,879,173,27,19
601350,2073,FNGR,FOULK RD @ GRUBB RD,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,448.3464897,5834.226616,62798.84145,180,14,2,2,665,56,16,10
601351,2074,FNAN,FOULK RD @ ANNWOOD DR,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,448.3464897,5834.226616,62798.84145,330,26,4,4,691,69,21,9
601352,2094,FSGR,FOULK RD @ GRUBB RD,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,448.3464897,5834.226616,62798.84145,152,12,2,2,659,56,16,10
601357,2074,FNAN,FOULK RD @ ANNWOOD DR,0,0,18,New Castle County,1.0003E+11,1481,New Castle,64,36.96,41.46,4.32,0,12.12,11.91,0,5,0.36,4.57,4.39,14714072.33,59.12790239,35.4748309,381.8463744,5,0,0,0,691,69,21,9
601360,2074,FNAN,FOULK RD @ ANNWOOD DR,0,0,18,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,506.421275,7061.356143,76007.50091,22,1,1,1,691,69,21,9
601380,2077,FNNA,FOULK RD @ NAAMANS RD,0,0,18,New Castle County,1.0003E+11,1196,New Castle,149,36.96,41.46,12.46,57,12.12,11.91,4.77,15,1.31,4.57,4.39,9459878.581,31.38310046,43.17925359,464.7757584,170,21,8,2,734,128,16,16
601385,2091,FSWY,FOULK RD @ OP WYNNWOOD RD,0,0,18,New Castle County,1.0003E+11,2758,New Castle,590,36.96,41.46,21.39,45,12.12,11.91,1.63,134,5.17,4.57,4.39,20039559.34,681.6684875,12089.19059,130126.444,65,14,1,3,703,85,19,11
601412,2665,SWSH,SILVERSIDE RD @ TALLEYVILLE SCTR,0,0,35,New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,367.6591792,6239.81304,67164.51992,130,10,1,1,471,83,50,11
601424,3061,CCIG,CONCORD PK @ CHUBB,0,0,61,New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,121.1768425,594.0407455,6394.175791,37,4,0,1,252,62,23,17
601474,3937,JPDT,JPMC DE TECHNOLOGY CENTER,0,0,48,New Castle County,1.0003E+11,1150,New Castle,250,36.96,41.46,21.74,110,12.12,11.91,10.86,9,0.88,4.57,4.39,8465962.4,268.5032081,3670.671912,39510.62558,76,17,7,1,183,21,9,2
601510,258,ZEN1,ZENECA ONSITE @ VISITOR CTR,0,0,48,New Castle County,1.0003E+11,1150,New Castle,250,36.96,41.46,21.74,110,12.12,11.91,10.86,9,0.88,4.57,4.39,8465962.4,94.48551963,476.7695904,5131.884633,40,9,4,0,154,13,7,1
601537,857,CNSH,CONCORD PK @ OP SHARPLEY RD,0,0,"2, 35",New Castle County,1.0003E+11,1150,New Castle,250,36.96,41.46,21.74,110,12.12,11.91,10.86,9,0.88,4.57,4.39,8465962.4,67.49010919,168.4532021,1813.207924,54,12,5,0,652,117,22,42
601555,857,CNSH,CONCORD PK @ OP SHARPLEY RD,0,0,"2, 35",New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,307.6851464,4068.507044,43792.87018,77,6,2,2,652,117,22,42
601558,885,CSSH,CONCORD PK @ SHARPLEY RD,0,0,"2, 35",New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,307.6851464,4068.507044,43792.87018,80,6,2,2,610,107,20,39
601566,886,CSRO,CONCORD PK @ ROLLINS BLDG,1,1,"2, 35",New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,22.41021149,20.91005967,225.0731088,30,2,1,1,521,92,23,15
601584,859,CNNI,CONCORD PK @ NICHOLS AVE,0,0,"2, 35",New Castle County,1.0003E+11,699,New Castle,26,36.96,41.46,3.72,16,12.12,11.91,2.3,8,1.22,4.57,4.39,31833496.08,302.2161971,5800.144643,62431.98761,2,0,0,0,739,132,26,84
601601,882,CSCO,CONCORD PK @ OP CLEVELAND AVE,0,0,"2, 35",New Castle County,1.0003E+11,944,New Castle,240,36.96,41.46,25.42,0,12.12,11.91,0,38,4.4,4.57,4.39,8559220.136,33.94432706,44.18540242,475.6058109,0,0,0,0,716,126,39,70
601634,882,CSCO,CONCORD PK @ OP CLEVELAND AVE,0,0,"2, 35",New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,162.2169834,1069.091901,11507.56342,114,25,18,4,716,126,39,70
601661,879,CSMT,CONCORD PK @ MT LEBANON RD,1,1,"2, 35",New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,52.09333424,103.8966585,1118.329851,410,92,64,14,548,103,67,17
601672,63,CNBR,CONCORD PK @ BRANDYWINE BLVD,0,0,"2, 35",New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,17.84697189,8.201773342,88.28280038,348,78,55,12,480,89,57,14
601686,2665,SWSH,SILVERSIDE RD @ TALLEYVILLE SCTR,0,0,35,New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,9.471296441,2.952130011,31.77633587,311,70,49,10,471,83,50,11
601722,877,CSRI,CONCORD PK @ RIGHTER PKWY,0,0,2,New Castle County,1.0003E+11,1377,New Castle,603,36.96,41.46,43.79,76,12.12,11.91,6.27,198,15.49,4.57,4.39,8889969.126,159.0514344,821.1416115,8838.659391,8,3,0,1,186,17,2,3
601769,69,BCSS,BRANDYWINE CMMNS @ SHOP-RITE,1,0,2,New Castle County,1.0003E+11,1377,New Castle,603,36.96,41.46,43.79,76,12.12,11.91,6.27,198,15.49,4.57,4.39,8889969.126,2.889057276,0.337218826,3.62977871,119,52,7,17,178,58,7,18
601775,64,CMSE,CONCORD MALL @ SEARS,1,1,"2, 61",New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,170.8052428,1365.2015,14694.84787,21,2,0,0,496,184,23,59
601780,65,BCNS,BRANDYWINE CMMNS @ OP SHOP-RITE,0,0,2,New Castle County,1.0003E+11,1377,New Castle,603,36.96,41.46,43.79,76,12.12,11.91,6.27,198,15.49,4.57,4.39,8889969.126,178.9435575,1646.474779,17722.43613,131,57,7,19,189,63,7,20
601787,867,CMBO,CONCORD MALL @ BOSCOVS,1,0,"2, 61",New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,655.9359469,18718.3348,201481.673,21,2,0,0,576,237,30,77
601849,1543,MSRO,MARSH RD @ ROWLAND PARK BVD,0,0,11,New Castle County,1.0003E+11,1189,New Castle,248,36.96,41.46,20.86,44,12.12,11.91,3.7,11,0.97,4.57,4.39,14944731.33,281.9821754,3734.806844,40200.96549,3,1,0,0,485,60,17,10
601857,1543,MSRO,MARSH RD @ ROWLAND PARK BVD,0,0,11,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,1154.950806,57004.58861,613589.8308,21,3,1,0,485,60,17,10
601859,1507,MNFA,MARSH RD @ OP FAITH PRES CH,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,1232.169966,76366.9838,822004.0844,107,20,7,5,426,47,14,8
601860,1508,MNRO,MARSH RD @ ROWLAND PARK BVD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,1232.169966,76366.9838,822004.0844,171,32,11,7,470,57,16,9
601862,1544,MSFA,MARSH RD @ FAITH PRES CHURCH,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,1232.169966,76366.9838,822004.0844,119,22,8,5,443,48,15,9
601876,1511,MNCR,MARSH RD @ CREST RD,0,0,11,New Castle County,1.0003E+11,737,New Castle,36,36.96,41.46,4.88,12,12.12,11.91,1.63,8,1.15,4.57,4.39,7153915.453,85.07861194,327.5143007,3525.320491,30,1,0,0,513,81,21,11
601892,1513,MNNO,MARSH RD @ NORTHWOOD RD,0,0,11,New Castle County,1.0003E+11,1157,New Castle,166,36.96,41.46,14.35,19,12.12,11.91,1.64,0,0,4.57,4.39,11852100.26,9.804937099,3.772244331,40.60393763,51,7,1,0,570,79,38,23
601893,1537,MSWE,MARSH RD @ WEBSTER DR,0,0,11,New Castle County,1.0003E+11,1157,New Castle,166,36.96,41.46,14.35,19,12.12,11.91,1.64,0,0,4.57,4.39,11852100.26,9.804937099,3.772244331,40.60393763,6,1,0,0,595,80,44,25
601897,1537,MSWE,MARSH RD @ WEBSTER DR,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,426.3588733,1375.838392,14809.34196,226,43,15,10,595,80,44,25
601916,1514,MNWI,MARSH RD @ OP WEBSTER DR,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,517.5339454,8807.909095,94807.16523,231,44,15,10,600,85,45,25
601917,1515,MNMA,MARSH RD @ OP MAYFIELD RD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,517.5339454,8807.909095,94807.16523,202,38,13,9,642,118,38,26
601933,1536,MSMA,MARSH RD @ MAYFIELD RD,1,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,763.47637,30876.57785,332351.3885,181,34,12,8,647,124,33,27
601945,146,VSSI,VEALE RD @ SILVERSIDE RD,1,0,11,New Castle County,1.0003E+11,736,New Castle,64,36.96,41.46,8.7,57,12.12,11.91,7.74,33,4.98,4.57,4.39,5955046.967,559.2024318,19986.29643,215129.8438,43,4,3,2,614,119,28,17
601948,1516,M0GR,MARSH RD @ OP GRAY SH CTR,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,823.0371305,24157.81325,260031.4975,139,26,9,6,647,128,24,24
601949,146,VSSI,VEALE RD @ SILVERSIDE RD,1,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,823.0371305,24157.81325,260031.4975,139,26,9,6,614,119,28,17
601957,1535,VSWO,VEALE RD @ WOODBROOK CIR,0,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,118.8634718,798.6279663,8596.3255,17,1,0,0,554,103,23,6
601959,1516,M0GR,MARSH RD @ OP GRAY SH CTR,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,86.340779,227.1772886,2445.306202,102,18,3,0,647,128,24,24
601960,1517,MNSI,MARSH RD @ SILVERSIDE RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,86.340779,227.1772886,2445.306202,180,32,5,1,641,107,16,18
601961,1535,VSWO,VEALE RD @ WOODBROOK CIR,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,86.340779,227.1772886,2445.306202,403,72,12,2,554,103,23,6
601962,146,VSSI,VEALE RD @ SILVERSIDE RD,1,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,86.340779,227.1772886,2445.306202,193,34,6,1,614,119,28,17
601966,1536,MSMA,MARSH RD @ MAYFIELD RD,1,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,236.0731555,2514.786209,27068.8252,5,0,0,0,647,124,33,27
601984,2059,FNWI,FOULK RD @ WILSON RD,1,1,18,New Castle County,1.0003E+11,1150,New Castle,250,36.96,41.46,21.74,110,12.12,11.91,10.86,9,0.88,4.57,4.39,8465962.4,622.0386019,16400.79209,176535.9507,24,5,2,0,908,177,24,20
602015,2071,FNOF,FOULK RD @ FOULK OFFICE PLZ,0,0,18,New Castle County,1.0003E+11,1196,New Castle,149,36.96,41.46,12.46,57,12.12,11.91,4.77,15,1.31,4.57,4.39,9459878.581,89.81576106,36.34479535,391.2105564,0,0,0,0,635,35,7,11
602041,2093,FSAN,FOULK RD @ ANNWOOD DR,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,1175.195251,91288.15094,982613.5484,329,26,4,4,694,71,21,8
602049,2093,FSAN,FOULK RD @ ANNWOOD DR,0,0,18,New Castle County,1.0003E+11,1481,New Castle,64,36.96,41.46,4.32,0,12.12,11.91,0,5,0.36,4.57,4.39,14714072.33,115.8285137,172.3245144,1854.878216,1,0,0,0,694,71,21,8
602053,2093,FSAN,FOULK RD @ ANNWOOD DR,0,0,18,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,450.4721489,3855.891836,41504.30828,6,0,0,0,694,71,21,8
602056,2076,FNWY,FOULK RD @ WYNNWOOD RD,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,859.237797,31211.60143,335957.538,354,28,4,4,699,79,19,10
602057,2091,FSWY,FOULK RD @ OP WYNNWOOD RD,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,859.237797,31211.60143,335957.538,322,25,4,3,703,85,19,11
602067,2076,FNWY,FOULK RD @ WYNNWOOD RD,0,0,18,New Castle County,1.0003E+11,2758,New Castle,590,36.96,41.46,21.39,45,12.12,11.91,1.63,134,5.17,4.57,4.39,20039559.34,643.1201054,18391.74288,197966.2809,41,9,1,2,699,79,19,10
602103,2913,SECO,SILVERSIDE RD @ CONCORD PK,0,0,35,New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,78.43169679,176.8776637,1903.887711,102,8,1,1,425,75,45,10
602333,885,CSSH,CONCORD PK @ SHARPLEY RD,0,0,"2, 35",New Castle County,1.0003E+11,1150,New Castle,250,36.96,41.46,21.74,110,12.12,11.91,10.86,9,0.88,4.57,4.39,8465962.4,81.98078052,286.4740695,3083.568886,49,11,5,0,610,107,20,39
602345,856,CNRO,CONCORD PK @ OP ROLLINS BLDG,0,0,"2, 35",New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,65.23507184,213.5799293,2298.94603,19,1,0,0,543,100,26,12
602452,862,C0PR,CONCORD PK @ PROSPECT AVE,0,0,"2, 35",New Castle County,1.0003E+11,1079,New Castle,228,36.96,41.46,21.13,42,12.12,11.91,3.89,162,15.74,4.57,4.39,5247065.909,205.09425,1355.712967,14592.71455,25,5,1,4,700,132,85,25
602564,290,TGIF,ROCKYRUN PWKY @ CT YARD MARRIOTT,0,0,61,New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,519.3725099,13341.40628,143605.1276,9,1,0,0,218,74,9,23
602662,870,NEPE,NAAMANS RD @ PERRY PL,1,0,2,New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,31.3080247,41.02629341,441.6015806,20,2,0,0,477,173,34,54
602752,1540,MSCR,MARSH RD @ CREST RD,0,0,11,New Castle County,1.0003E+11,737,New Castle,36,36.96,41.46,4.88,12,12.12,11.91,1.63,8,1.15,4.57,4.39,7153915.453,27.47904199,25.74227876,277.0864742,19,1,0,0,516,82,21,12
602760,1511,MNCR,MARSH RD @ CREST RD,0,0,11,New Castle County,1.0003E+11,736,New Castle,64,36.96,41.46,8.7,57,12.12,11.91,7.74,33,4.98,4.57,4.39,5955046.967,369.1184116,2963.14159,31894.86305,4,0,0,0,513,81,21,11
602782,1514,MNWI,MARSH RD @ OP WEBSTER DR,0,0,11,New Castle County,1.0003E+11,1157,New Castle,166,36.96,41.46,14.35,19,12.12,11.91,1.64,0,0,4.57,4.39,11852100.26,232.2909038,1625.098313,17492.34269,3,0,0,0,600,85,45,25
602852,1517,MNSI,MARSH RD @ SILVERSIDE RD,0,0,11,New Castle County,1.0003E+11,736,New Castle,64,36.96,41.46,8.7,57,12.12,11.91,7.74,33,4.98,4.57,4.39,5955046.967,284.6182922,3896.12044,41937.32364,5,0,0,0,641,107,16,18
602857,1517,MNSI,MARSH RD @ SILVERSIDE RD,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,574.495577,9058.649374,97506.10034,58,11,4,3,641,107,16,18
602867,1518,MNPL,MARSH RD @ PLAZA III,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,535.8132209,16149.04322,173826.1592,270,48,8,1,605,70,16,10
602877,1535,VSWO,VEALE RD @ WOODBROOK CIR,0,0,11,New Castle County,1.0003E+11,895,New Castle,245,36.96,41.46,27.37,11,12.12,11.91,1.23,41,5.17,4.57,4.39,5800157.644,20.38050141,22.45845143,241.7397923,1,0,0,0,554,103,23,6
602882,1535,VSWO,VEALE RD @ WOODBROOK CIR,0,0,11,New Castle County,1.0003E+11,936,New Castle,177,36.96,41.46,18.91,62,12.12,11.91,6.62,41,4.53,4.57,4.39,10505887.22,6.842275506,2.020350332,21.746783,77,15,5,3,554,103,23,6
602889,1536,MSMA,MARSH RD @ MAYFIELD RD,1,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,482.1944301,9266.699649,99745.5259,43,8,1,0,647,124,33,27
603305,859,CNNI,CONCORD PK @ NICHOLS AVE,0,0,"2, 35",New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,147.3160188,500.5474599,5387.826467,14,3,2,0,739,132,26,84
603421,2913,SECO,SILVERSIDE RD @ CONCORD PK,0,0,35,New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,35.2776124,38.28707169,412.1169613,280,63,44,9,425,75,45,10
603438,864,CNSI,CONCORD PK @ SILVERSIDE RD,0,0,2,New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,23.99631928,23.9661121,257.9680518,135,30,21,4,297,43,22,6
603443,63,CNBR,CONCORD PK @ BRANDYWINE BLVD,0,0,"2, 35",New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,390.5467363,6247.143616,67243.42527,62,5,1,1,480,89,57,14
603634,2631,C0BE,CONCORD PK @ RAYMOUR & FLAN,0,0,61,New Castle County,1.0003E+11,1239,New Castle,123,36.96,41.46,9.93,0,12.12,11.91,0,19,1.67,4.57,4.39,99407443.47,270.4648831,3655.274724,39344.89229,34,3,0,1,299,85,26,26
603701,1507,MNFA,MARSH RD @ OP FAITH PRES CH,0,0,11,New Castle County,1.0003E+11,1157,New Castle,166,36.96,41.46,14.35,19,12.12,11.91,1.64,0,0,4.57,4.39,11852100.26,520.7491133,7714.691776,83039.919,8,1,0,0,426,47,14,8
603779,1515,MNMA,MARSH RD @ OP MAYFIELD RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,614.2416741,11593.87349,124794.9165,24,4,1,0,642,118,38,26
604033,883,CSNI,CONCORD PK @ OP NICHOLS AVE,0,0,"2, 35",New Castle County,1.0003E+11,2355,New Castle,450,36.96,41.46,19.11,43,12.12,11.91,1.83,57,2.76,4.57,4.39,11909443.66,241.6659597,2142.91197,23066.02022,10,2,0,0,707,124,25,78
604081,859,CNNI,CONCORD PK @ NICHOLS AVE,0,0,"2, 35",New Castle County,1.0003E+11,2355,New Castle,450,36.96,41.46,19.11,43,12.12,11.91,1.83,57,2.76,4.57,4.39,11909443.66,1.561691523,0.055884385,0.601532102,6,1,0,0,739,132,26,84
604141,883,CSNI,CONCORD PK @ OP NICHOLS AVE,0,0,"2, 35",New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,50.98514686,25.39753003,273.3756445,5,1,1,0,707,124,25,78
604202,70,CSSI,CONCORD PK @ SILVERSIDE RD,0,0,"2, 35",New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,141.9213878,502.221399,5405.844524,232,52,37,8,363,63,39,10
604260,2913,SECO,SILVERSIDE RD @ CONCORD PK,0,0,35,New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,421.6244869,7492.890676,80652.48139,17,1,0,0,425,75,45,10
604310,863,CNWI,CONCORD PK @ SEASONS,0,1,"2, 35",New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,25.94365236,25.00579914,269.1591052,16,1,0,0,614,120,79,18
604368,70,CSSI,CONCORD PK @ SILVERSIDE RD,0,0,"2, 35",New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,186.5690889,1315.845964,14163.59142,50,4,1,0,363,63,39,10
